Technology Mid-Type,Technology Broad Category,Application - Distribution Infrastructure Services,Subsystem 1 - Technology Broad Category,Subsystem 1 - Technology Mid-Type,Discharge Duration at Rated Power (hrs),Rated Capacity (kWh),Rated Power (kW),Storage Capacity (kWh),Sum for kWh Distribution Services - Distribution Upgrade Deferral,Sum for kWh Distribution Services - Reliability,Announced Date,Annual Maintenance or Warranty Cost (USD),Annual Operational Cost - OPEX (USD),Application - Ancillary Services,Application - Bulk Energy Services (General Energy Applications),Application - Customer Energy Management Services (End-User Services),Application - Others,Application - Transmission Infrastructure Services,Bulk Energy Services - Application 1,Bulk Energy Services - Application 2,Bulk Energy Services - Application 3,Captial Expenditure - CAPEX (USD),City,Commissioned Date,Constructed Date,Contact Information: Email Address,Contact Information: Name,Contact Information: Phone Number,Country,County,Data Source,Debt Provider,Decommissioned Date,Description/Notes,Developer,Energy Storage Technology Provider,Epc 1,Epc 2,Epc 3,Funding Source 1,Funding Source 2,Funding Source 3,Funding Source Amount 1 (USD),Funding Source Amount 2 (USD),Funding Source Amount 3 (USD),Grid Interconnection Level,ID,Installer,Interconnection Type,Iso/Rto,Latest Update Date,Latitude,Longitude,Number of Subsystems,O&M Contractor,Owner(s),Ownership Model,Ownership Model (Other),Paired Grid Resources,Postal Code,Power Electronics Provider,Project Data Validated?,Project Year,Project/Plant Name,Projected Payback Period (years),State/Province/Territory,Status,Street Address,Subsystem 1 - Communications,Subsystem 1 - Controller Type,Subsystem 1 - Depth of Discharge (%),Subsystem 1 - Efficiency Degradation,Subsystem 1 - Enclosure Operating Temperature (deg C),Subsystem 1 - Enclosures,Subsystem 1 - Energy Density (kWh/m^3),Subsystem 1 - Footprint (m^2/MWh),Subsystem 1 - Frequency Ride Through (FRT),Subsystem 1 - Full Load Efficiency (%),Subsystem 1 - High Voltage Ride Through (HVRT),Subsystem 1 - ID,Subsystem 1 - Lagging Power Factor Range,Subsystem 1 - Leading Power Factor Range,Subsystem 1 - Low Voltage Ride Through (LVRT),Subsystem 1 - Maximum Charge Power (kW),Subsystem 1 - Maximum Discharge Power (kW),Subsystem 1 - Maximum Total Current Harmonic Distortion (%),Subsystem 1 - Nominal AC Voltage (kV),Subsystem 1 - Nominal DC Voltage (kV),Subsystem 1 - Nominal Frequency (Hz),Subsystem 1 - Number of Cells,Subsystem 1 - Number of Phases,Subsystem 1 - Operating Frequency Range (Hz) High,Subsystem 1 - Operating Frequency Range (Hz) Low,Subsystem 1 - Operating Temperature (deg C),Subsystem 1 - Overload Capability (%),Subsystem 1 - Ramping Rate (kW/min),Subsystem 1 - Rated Power (kW),Subsystem 1 - Response Time (s),Subsystem 1 - Round-trip Efficiency (%),Subsystem 1 - Specific Energy (kWh/ton-metric),Subsystem 1 - Standby Energy Consumption (kWh),Subsystem 1 - Storage Capacity (kWh),Subsystem 1 - Storage Operating Temperature (deg C),Subsystem 1 - Subsystem Name,Subsystem 1 - Technology Sub-Type,Subsystem 1 - Time Allowed for Overload (s),Subsystem 1 - Topology,Subsystem 1 - Transformer Configuration,Subsystem 1 - Transformer Rating,Subsystem 1 - Warranty Lifetime (cycles),Subsystem 1 - Warranty Lifetime (years),Subsystem 1 - Warranty Lifetime (years) 1,Sum for kW Ancillary Service - Black Start,Sum for kW Ancillary Service - Frequency Regulation,Sum for kW Ancillary Service - Operating Reserve (Non-Spinning),Sum for kW Ancillary Service - Operating Reserve (Spinning),Sum for kW Ancillary Service - Operating Reserve (Supplementary),Sum for kW Ancillary Service - Ramp Support,Sum for kW Ancillary Service - Voltage Support,Sum for kW Bulk Energy Services - Arbitrage,Sum for kW Bulk Energy Services - Firming,Sum for kW Bulk Energy Services - RE Time Shift,Sum for kW Distribution Services - Distribution Upgrade Deferral,Sum for kW Distribution Services - Reliability,Sum for kW Other Services - Electric Supply Capacity,Sum for kW Other Services - Transportation Services,Sum for kW Transmission Services - Stability Damping Control,Sum for kW Transmission Services - Transmission Congestion Relief,Sum for kW Transmission Services - Transmission Upgrade Deferral,Sum for kWh Ancillary Service - Black Start,Sum for kWh Ancillary Service - Frequency Regulation,Sum for kWh Ancillary Service - Operating Reserve (Non-Spinning),Sum for kWh Ancillary Service - Operating Reserve (Spinning),Sum for kWh Ancillary Service - Operating Reserve (Supplementary),Sum for kWh Ancillary Service - Ramp Support,Sum for kWh Ancillary Service - Voltage Support,Sum for kWh Bulk Energy Services - Arbitrage,Sum for kWh Bulk Energy Services - Firming,Sum for kWh Bulk Energy Services - RE Time Shift,Sum for kWh Other Services - Electric Supply Capacity,Sum for kWh Other Services - Transportation Services,Sum for kWh Transmission Services - Stability Damping Control,Sum for kWh Transmission Services - Transmission Congestion Relief,Sum for kWh Transmission Services - Transmission Upgrade Deferral,System Operator,Technology Sub-Type,URL,Utility ID,Utility Type
Lithium-ion battery,Electro-chemical battery and chemical storage,,Electro-chemical battery and chemical storage,Lithium-ion battery,1,6000,6000,6000,0,0,7/14/2016,,,,Renewable Energy Time Shift,,,,,Renewable Energy Time Shift,,,,,,,,,Japan,,GESDB,,,"Nidec ASI and Advantec Co. Ltd. will be supplying power and energy management sytems for a PV plant located on Hokkaido Island, Japan. Advantec will supply 6MW solar power plant. Nidec ASI will provide four power and energy storage systems with a total capacity of 6 MW and 6MWh",Nidec ASI,Nidec ASI,,,,,,,,,,,1359,,,,,43,143,1,,Nidec ASI,Customer-Owned,,6MW Solar Power Plant,,Nidec ASI,NO,7/14/2016,"Nidec ASI 6MW/6MWh- Hokkaido Island, Japan",,Hokkaido Island,Announced,,,,,,,,,,,,,1359.1,,,,,,,,,,,,,,,,,6000,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,,Technology Sub-Type Unknown,http://www.marketwatch.com/story/european-energy-storage-technology-in-japan-after-breaking-ground-in-germany-on-one-of-the-largest-bess-projects-worldwide-nidec-asi-wins-another-key-energy-storage-deal-in-the-japanese-market-for-a-photovoltaic-power-plant-2016-07-14,,
Electro-chemical capacitor,Electro-chemical battery and chemical storage,,Electro-chemical battery and chemical storage,Electro-chemical capacitor,0.7,700,1000,700,0,0,1/19/2016,,,,Renewable Energy Time Shift (Firming),,,,,Renewable Energy Time Shift,Renewable Energy Time Shift (Firming),,yantai,,,,,,China,,GESDB,,,"Maxwell Technologies, Inc. (Nasdaq: MXWL), a leading developer and manufacturer of ultracapacitor-based energy storage and power delivery products, announced today its ultracapacitors have been selected by Beijing Huadian Tianren Electric Power Control Technology Co., Ltd., a subsidiary of China Guodian Corporation, as the core component of a wind farm energy storage demonstration project. One of the five largest power producers in the country, China Guodian Corporation's system is the first megawatt (MW)-scale, ultracapacitor-based wind farm energy storage system in the world.","Beijing Huadian Tianren Electric Power Control Technology Co., Ltd","Beijing Huadian Tianren Electric Power Control Technology Co., Ltd","Beijing Huadian Tianren Electric Power Control Technology Co., Ltd",,,State/Provincial/Regional,,,,,,,1416,"Beijing Huadian Tianren Electric Power Control Technology Co., Ltd",,,,37.463822,121.45,1,"Beijing Huadian Tianren Electric Power Control Technology Co., Ltd","Beijing Huadian Tianren Electric Power Control Technology Co., Ltd",Customer-Owned,,,,"Beijing Huadian Tianren Electric Power Control Technology Co., Ltd",NO,1/19/2016,Maxwell-China Guodin Wind Energy Storage System,,Shandong,Announced,,,,,,,,,,,,,1416.1,,,,,,,,,,,,,,,,,1000,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,0,0,0,0,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,700,0,0,0,0,0,,Technology Sub-Type Unknown,http://www.altenergymag.com/news/2016/01/20/maxwell-technologies-selected-for-china-guodian-corporations-first-ultracapacitor-based-wind-energy-storage-system/22612?utm_source=Energy+Storage+Report&amp;amp;utm_campaign=1002735446-ESR_2_10_1210_2_2012&amp;amp;utm_medium=email&amp;amp;utm_term=0_bd57f7e9aa-1002735446-105410805,,
Flow battery,Electro-chemical battery and chemical storage,,Electro-chemical battery and chemical storage,Flow battery,3.33,999,300,999,0,0,3/10/2017,,,,Renewable Energy Time Shift (Firming),Microgrid Applications,,,,Renewable Energy Time Shift,Renewable Energy Time Shift (Firming),,Clayton,,,,,,Australia,,GESDB,,,"The system, which comprises 900kWh of redT flow machines coupled with a 120kW C1-rated lithium battery, will be deployed as an active energy storage infrastructure asset at the University’s new 11,400 m2 Biomedical Learning and Teaching building, which will house state-of-the-art biomedical research laboratories over 4 floors.  Coupled with on-site solar PV assets, the system will be used to maximise the university’s utilisation of renewable energy to significantly reduce energy costs for campus buildings. This will generate significant savings for the site and also open up potential new revenue streams, in the form of both contracted and merchant grid services in the future. The system will be used as a ‘flexible platform’ and will become part of the “Monash Microgrid”, in partnership with Monash Energy Materials and Systems Institute (MEMSI). The project aims to integrate distributed renewables on Monash’s campuses to increase reliability and stability within the local grid and in the future, allow for innovative, market based peer-to-peer energy trading.",,,,,,,,,,,,,1326,,,,,-37.9149998,145.1313163,1,,Monash University,Customer-Owned,,On-site PV,03800,,NO,3/10/2017,Monash University RedT 300kW / 1MWh Hybrid System,,Victoria,Announced,Wellington Rd,,,,,,,,,,,,1326.1,,,,,,,,,,,,,,,,,300,,,,,,,Subsystem 1,Vanadium redox flow battery,,,,,,,,0,0,0,0,0,0,0,0,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,,Vanadium redox flow battery,http://www.redtenergy.com/blog/hybrid-redt,,
Lithium-ion battery,Electro-chemical battery and chemical storage,,Electro-chemical battery and chemical storage,Lithium-ion battery,4,50000,12500,50000,0,0,11/24/2015,,,,Renewable Energy Time Shift (Firming),,,,,Renewable Energy Time Shift,Renewable Energy Time Shift (Firming),,Yeongyang,,,,,,South Korea,,GESDB,,,"South Korean battery-maker LG Chem said Tuesday that it has teamed up with GS E&amp;R, a local power generator, to build the world’s largest wind power storage system in Yeongyang, North Gyeongsang Province.  The ESS will have a storage capacity of 50 megawatt hours, which can power some 5,000 households per day. The batteries are the equivalent of those used for 2,700 units of GM’s Volt plug-in hybrid.",,,,,,,,,,,,,1472,,,,,36.6664,129.1127,1,,GS E&amp;R,Customer-Owned,,,,,NO,11/24/2015,GS E&R-LG Chem,,North Gyeongsang,Announced,,,,,,,,,,,,,1472.1,,,,,,,,,,,,,,,,,12500,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,0,0,0,0,12500,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,50000,0,0,0,0,0,,Technology Sub-Type Unknown,http://www.koreaherald.com/view.php?ud=20151124001027&amp;amp;utm_source=Sailthru&amp;amp;utm_medium=email&amp;amp;utm_campaign=Issue:%202015-11-24%20Utility%20Dive%20Storage&amp;amp;utm_term=Utility%20Dive:%20Storage,,
Lithium-ion battery,Electro-chemical battery and chemical storage,,Electro-chemical battery and chemical storage,Lithium-ion battery,0.67,251.25,375,251.25,0,0,4/21/2015,,,,"Renewable Energy Time Shift, Renewable Energy Time Shift (Firming)",Microgrid Applications,,,,Renewable Energy Time Shift,Renewable Energy Time Shift (Firming),,South Burlington,,,,,,United States,,GESDB,,,"Dynapower Company announced that it has expanded the capacity and performance of the micro-grid system at its company headquarters in South Burlington, Vermont, by adding 375 kW/250 kWh of lithium-titanate batteries manufactured by Microvast Power Solutions.  The Dynapower HQ micro-grid, which also includes 100 kW of photovoltaic (PV) systems, 100 kW of wind power, and 750 kW of additional battery storage capacity, provides local load support and demonstrates how Dynapower energy storage inverters can deliver efficient micro-grid power conversion.  This project will provide ancillary services to the local power grid, smooth intermittent wind power and mitigate rapid power drops from the solar array during cloud passing events.",Dynapower Company,Microvast Power Solutions,,,,,,,,,,,1436,,,ISO-NE,,44.440095,-73.15234,1,,Dynapower,Customer-Owned,,"100 kW PV systems, 100 kW wind, 750 kW of additional battery storage capacity",,Dynapower Company,NO,4/21/2015,Dynapower Company HQ micro-grid,,Vermont,Announced,"85 Meadowland Drive, South Burlington, Vermont 05403",,,,,,,,,,,,1436.1,,,,,,,,,,,,,,,,,375,,,,,,,Subsystem 1,Lithium-ion titanate battery,,,,,,,,0,0,0,0,0,0,0,0,375,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.25,251.25,0,0,0,0,0,,Lithium-ion titanate battery,http://www.marketwired.com/press-release/dynapower-expands-energy-storage-capacity-headquarters-micro-grid-adding-375-kw-250-2011750.htm,,
Lithium-ion battery,Electro-chemical battery and chemical storage,,Electro-chemical battery and chemical storage,Lithium-ion battery,4,8000,2000,8000,0,0,4/16/2015,,,,Renewable Energy Time Shift,,,,,Renewable Energy Time Shift,,,Central Valley,,,,,,United States,,GESDB,,,"GE has announced it will supply Con Edison Development (CED) with an 8 MWh battery energy storage system in Central Valley, California.  The new storage solution will utilise GE’s Mark VIe-based plant control system, Brilliance MW Inverters, and packaged lithium ion battery modules. The project marks the first occasion on which GE has introduced a lithium ion (Li-ion) battery solution which is supported by associated long-term service agreements. The system will provide 2 MW of power over a four-hour period and includes delivery of a complete energy storage system, with associated long term service agreements.  Working with CED, GE utilized advanced analytics and modeling to evaluate potential benefits of the energy storage system. The California-based installation will be CED’s first energy storage project and will serve as a learning tool for optimizing and operating energy storage facilities in the future.  Operations on the site are expected to begin within the next 6 to 9 months.",Con Edison Development,GE Energy Storage,,,,,,,,,,,1378,,,CAISO,,38,-121.4,1,GE Energy Storage,N/A,Customer-Owned,,,,GE Energy Storage,NO,4/16/2015,"8 MWh Con Edison & GE - Central Valley, CA",,California,Contracted,,,,,,,,,,,,,1378.1,,,,,,,,,,,,,,,,,2000,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,,Technology Sub-Type Unknown,http://www.businesswire.com/news/home/20150416005122/en/Con-Edison-Development-Enters-Agreement-Procure-GE#.Ve9YlRFVhBc,,
Flow battery,Electro-chemical battery and chemical storage,,Electro-chemical battery and chemical storage,Flow battery,16.8,1680,100,1680,0,0,12/11/2013,,,,"Renewable Energy Time Shift, Renewable Energy Time Shift (Firming)",,,,,Renewable Energy Time Shift,Renewable Energy Time Shift (Firming),,Gigha,,,,,,United Kingdom,,GESDB,,,"The 1.68 MWh energy storage system, will enable Gigha's island community to generate electricity from a fourth 330 kW turbine without applying a constraint on the voltage. Currently the Enercon-made turbine is limited to 225 kW.  Gigha's three original Vestas V27 turbines, with a combined capacity of 675 kW, comprise one of Scotland's first community wind farms. The island is connected to the mainland via an 11 kV cable, one of the longest overhead lines in Scotland.",REDT,REDT,Jabil Circuit,,,Federal/National Government Ã¢â‚¬â€œ RD&amp;D,,,,,,,1195,,,,,55.68459,-5.75,1,,Gigha Island Community (Multiple Owners),Customer-Owned,,Wind,,,NO,12/11/2013,Gigha Wind Farm Battery Project,,Scotland,Contracted,,,,,,,,,,,,,1195.1,,,,,,,,,,,,,,,,,100,,,,,,,Subsystem 1,Vanadium redox flow battery,,,,,,,,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680,1680,0,0,0,0,0,,Vanadium redox flow battery,http://www.communityenergyscotland.org.uk/gigha-battery-project.asp,,
Lithium-ion battery,Electro-chemical battery and chemical storage,,Electro-chemical battery and chemical storage,Lithium-ion battery,2,44,22,44,0,0,,,,,,Microgrid Applications,,,,,,,Polebridge,,,,,,United States,,GESDB,,7/26/2016,"SIMPLIPHI POWER Polebridge Mercantile &amp; Cabins is located 45 miles from the Utility Grid, on the western edge of Glacier National Park and has used a diesel-powered generator to provide power since the 1950’s. The constant rumble of the generator was an unwelcome addition to the majestic beauty of this unique wilderness location. A small 5kW solar power system with a large 48 volt flooded lead acid battery bank was installed in 2010, but proved too inadequate to meet load requirements and suffered from repeated deep cycle discharging. An additional 25kW of solar power were added along with SimpliPhi’s 3.4 kWh 48 Volt batteries to store power for overnight loads. The generator no longer runs continuously and guests may now enjoy the peace and silence of this remote natural paradise.  Twelve 48V SimpliPhi Power PHI 3.4 kWh LFP batteries are arranged in parallel to increase capacity. If the mercantile’s electrical loads increase over time, the SimpliPhi batteries easily scale, due to their compact, efficient size and weight to increase power output and capacity.",,SimpliPhi Power,,,,,,,,,,,1683,,,,,48.76504271,-114.2890395,1,,Polebridge Mercantile & Cabins,Customer-Owned,,,,,NO,,Polebridge Mercantile & Cabins,,Montana,De-Commissioned,265 Polebridge Loop,,,,,,,,,,,,1683.1,,,,,,,,,,,,,,,,,22,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Technology Sub-Type Unknown,http://simpliphipower.com/polebridge-mercantile-off-grid-solar-power-energy-storage/,,
Flow battery,Electro-chemical battery and chemical storage,,Electro-chemical battery and chemical storage,Flow battery,2,1000,500,1000,0,0,12/8/2011,,,,"Renewable Energy Time Shift, Renewable Energy Time Shift (Firming)",,,,,Renewable Energy Time Shift,Renewable Energy Time Shift (Firming),,San Nicolas Island,12/31/2013,,,,,United States,,GESDB,,12/31/2015,***This project was completely operational and met all the performance expectations for the demonstration and is now decommissioned.  ZBB is providing a 1000 kWH / 500 kW rated energy storage system for use in a micro-grid application at the San Nicolas Island Naval Facility. The ZBB EnerSystem will be used continuously in an ongoing operational mode to minimize diesel gen set run-time in conjunction with wind turbines and future PV arrays on the island.,,ZBB Energy Corporation,,,,,,,,,,,1073,ONR,,,,33.2464523,-119.5,1,,U.S. Navy,Customer-Owned,,,,ZBB Energy Corporation,NO,12/31/2013,San Nicolas Island Naval Facility - EnSync Energy (formerly ZBB),,California,De-Commissioned,,,,,,,,,,,,,1073.1,,,,,,,,,,,,,,,,,500,,,,,,,Subsystem 1,Zinc-bromine flow battery,,,,,,,,0,0,0,0,0,0,0,0,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,0,0,0,,Zinc-bromine flow battery,http://www.marketwired.com/press-release/zbb-energy-corporation-ships-zbb-enersystem-to-us-navy-microgrid-project-nyse-mkt-zbb-1738827.htm,,
Flow battery,Electro-chemical battery and chemical storage,,Electro-chemical battery and chemical storage,Flow battery,4,40,10,40,0,0,8/24/2015,,,,,Microgrid Applications,,,,,,,Borová Lada,,,,,,Czech Republic,,GESDB,,,"The energy storage project was officially opened in June 2015 to supply the first e-charging station located in the National Park Šumava with green power. The park is part of the Bohemian Forest, one of the largest connected forest areas in Central Europe. In order to supply a fleet of electric vehicles, which can be rented by visitors, a green solution was sought, that could also operate grid-independent. In this case the CellCube storage system works in combination with an 11 kWp solar system as well as with a 5 kW wind power plant. The combination of power generation from renewable energy sources with a storage system allows for 100% CO2-free charging of electric vehicles, 24 hours a day, seven days a week.",B64 s.r.o.,GILDEMEISTER energy storage GmbH,,,,,,,,,,,1469,,,,,48.97187,13.63295,1,,National Park Sumava,Customer-Owned,,11 kW solar and 5 kW wind,,,NO,8/24/2015,Sumava National Park CellCube,,Southwest,Operational,Bohemian Forest National Park,,,,,,,,,,,,1469.1,,,,,,,,,,,,,,,,,10,,,,,,,Subsystem 1,Vanadium redox flow battery,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Vanadium redox flow battery,http://www.altenergymag.com/news/2015/08/24/first-cellcube-vanadium-redox-flow-storage-systems-installed-in-czech-republic/21098/,,
Flow battery,Electro-chemical battery and chemical storage,,Electro-chemical battery and chemical storage,Flow battery,2,50,25,50,0,0,1/16/2014,,,Voltage Support,,Resilience (Back-up Power),,,,,,,Moscow,,,,,,Russia,,GESDB,,,"ZBB Energy in a strategic relationship with BPC Engineering is providing a ZBB EnerSystem™, consisting of a ZBB EnerStore®  flow battery and patented ZBB EnerSection®  power and control center.",,ZBB Energy Corporation,,,,,,,,,,,1376,,,,,55.7504461,37.6174943,1,,BPC Energy,Customer-Owned,,,,ZBB Energy Corporation,NO,1/16/2014,BPC Energy,,Moscow,Operational,,,,,,,,,,,,,1376.1,,,,,,,,,,,,,,,,,25,,,,,,,Subsystem 1,Zinc-bromine flow battery,,,,,,,,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,,Zinc-bromine flow battery,http://www.zbbenergy.com/products,,
Flow battery,Electro-chemical battery and chemical storage,,Electro-chemical battery and chemical storage,Flow battery,2,50,25,50,0,0,1/16/2014,,,,,Resilience (Back-up Power),,,,,,,Ashburn,,,,,,United States,,GESDB,,,"ZBB Energy Storage System provides uninterrupted power to DC loads at major data center. The system includes the ZBB EnerStore® flow battery and a ZBB EnerSection® power and control center with PV and wind inputs, along with a fixed 380v DC output for continuous power output while tied to the grid.",,ZBB Energy Corporation,,,,,,,,,,,1374,,,PJM,,39.0300191,-77.46964647,1,,VISA,Customer-Owned,,,,ZBB Energy Corporation,NO,1/16/2014,VISA (Data Processing Center),,Virginia,Operational,,,,,,,,,,,,,1374.1,,,,,,,,,,,,,,,,,25,,,,,,,Subsystem 1,Zinc-bromine flow battery,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Zinc-bromine flow battery,http://www.zbbenergy.com/products,,
Flow battery,Electro-chemical battery and chemical storage,,Electro-chemical battery and chemical storage,Flow battery,10,100,10,100,0,0,8/19/2015,,,,,"Retail TOU Energy Charges, Resilience (Back-up Power)",,,,,,,Altes Land,,,,,,Germany,,GESDB,,,Fifth generation fruit grower Claus Haak with his farm in the wonderful Altes Land region near Hamburg has decided to generate as much of the energy he needs for cultivation through to the sale of his apples from renewable sources using a photovoltaic system and also to buffer this electricity in an energy storage system so it can be used on overcast days or at night.   The system utilizes a Gildemeister CellCube FB 10-100. The CellCube energy storage system is based on vanadium redox flow technology which allows for stable power supply. The Haak family has taken on a pioneering role in resource-saving energy generation and harbors the vision – one that will hopefully soon come true – of running the farm to 100% on the energy they produce themselves completely independently of the public electricity grid.,,Gildemeister Energy Solutions,,,,,,,,,,,1423,,,,,53.6420342,10.06,1,,Haak,Customer-Owned,,,,,NO,8/19/2015,10 kW / 100 kWh Haak Fruitfarm Gildemeister CellCube,,Hamburg,Operational,,,,,,,,,,,,,1423.1,,,,,,,,,,,,,,,,,10,,,,,,,Subsystem 1,Vanadium redox flow battery,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Vanadium redox flow battery,http://energy.gildemeister.com/en/company/news/fruitfarm-haak-cellcube/315956,,
Lead-acid battery,Electro-chemical battery and chemical storage,,Electro-chemical battery and chemical storage,Lead-acid battery,0.67,1005,1500,1005,0,0,12/18/2014,,,Frequency Regulation,,,,,,,,,Alt Daber,,,,,,Germany,,GESDB,,,The innovative Energy Buffer Unit (EBU) with its state-of-the-art lead-acid batteries is used for regulation reserve applications. In Alt Daber there is a prototype project wherin BELECTRIC created a cost efficient solution for the commercial use of battery storage in this business area due to the integrated system design of the EBU and its intelligent control system. With its rated power of 1600 kW which is completly provided in a millisecond range the electricity grid can be stabalized fast and therefore in a highly efficient way.,BELECTRIC GmbH,Exide GNB,BELECTRIC GmbH,,,,,,,,,,1414,Vattenfall and EDIS,,,,53.204087,12.5,1,BELECTRIC GmbH,BELECTRIC GmbH,Customer-Owned,,67.8 MW Solar Power Plant,,GE and BELECTRIC GmbH,NO,12/18/2014,Energy Buffer Unit (EBU) - BELECTRIC GmbH,,Brandenburg,Operational,,,,,,,,,,,,,1414.1,,,,,,,,,,,,,,,,,1500,,,,,,,Subsystem 1,Advanced lead-acid battery,,,,,,,,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,,Advanced lead-acid battery,https://cleantechnica.com/2014/12/06/belectric-vattenfall-unveil-battery-storage-facility-alt-daber-solar-plant/,,
Lead-acid battery,Electro-chemical battery and chemical storage,,Electro-chemical battery and chemical storage,Lead-acid battery,1.12,336,300,336,0,0,8/19/2015,,,Operating Reserve (Supplementary),,,,,,,,,Kitakyushu,,,,,,Japan,,GESDB,,,"Furukawa Battery has set up a 300kW smart grid demonstration system of UltraBattery® technology in the Maeda area in Kitakyushu. The load levelling application uses 336 Ultrabattery® cells (1000 Ah, 2 volts).",,Furukawa Battery,,,,,,,,,,,1426,,,,,33.8829996,130.8749015,1,,N/A,Customer-Owned,,,,,NO,8/19/2015,Kitakyushu Smart Community Creation Project,,Fukuoka Prefecture,Operational,,,,,,,,,,,,,1426.1,,,,,,,,,,,,,,,,,300,,,,,,,Subsystem 1,Hybrid lead-acid battery/electro-chemical capacitor,,,,,,,,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,,Hybrid lead-acid battery/electro-chemical capacitor,http://www.ultrabattery.com/case-studies/case-studies-stationary/,,
